algorithm_name,env_n,size,best_solution,H,states,time,success
hill_climbing,47,15,"[2, 12, 13, 0, 11, 3, 10, 4, 14, 9, 7, 8, 6, 1, 5]",4,211,0.00592350959777832,False
hill_climbing,48,15,"[6, 0, 12, 9, 1, 7, 13, 3, 10, 4, 11, 14, 2, 5, 8]",2,211,0.0028243064880371094,False
hill_climbing,49,15,"[4, 12, 3, 11, 2, 7, 10, 0, 9, 8, 13, 14, 6, 5, 1]",2,211,0.002100706100463867,False
simulated_annealing,0,4,"[2, 0, 3, 1]",0,2,0.0003197193145751953,True
simulated_annealing,1,4,"[2, 0, 3, 1]",0,2,3.4809112548828125e-05,True
simulated_annealing,2,4,"[2, 0, 3, 1]",0,21,0.0001842975616455078,True
simulated_annealing,3,4,"[2, 0, 3, 1]",0,8,5.793571472167969e-05,True
simulated_annealing,4,4,"[2, 0, 3, 1]",0,1,1.33514404296875e-05,True
simulated_annealing,5,4,"[1, 3, 0, 2]",0,3,4.601478576660156e-05,True
simulated_annealing,6,4,"[2, 0, 3, 1]",0,24,0.0003330707550048828,True
simulated_annealing,7,4,"[2, 0, 3, 1]",0,10,0.0001461505889892578,True
simulated_annealing,8,4,"[2, 0, 3, 1]",0,2,2.8848648071289062e-05,True
simulated_annealing,9,4,"[1, 3, 0, 2]",0,12,0.00015974044799804688,True
simulated_annealing,10,4,"[1, 3, 0, 2]",0,82,0.0009856224060058594,True
simulated_annealing,11,4,"[2, 0, 3, 1]",0,35,0.0004067420959472656,True
simulated_annealing,12,4,"[2, 0, 3, 1]",0,17,0.0001976490020751953,True
simulated_annealing,13,4,"[1, 3, 0, 2]",0,3,3.600120544433594e-05,True
simulated_annealing,14,4,"[1, 3, 0, 2]",0,2,3.24249267578125e-05,True
simulated_annealing,15,4,"[2, 0, 3, 1]",0,3,3.2901763916015625e-05,True
simulated_annealing,16,4,"[1, 3, 0, 2]",0,8,9.918212890625e-05,True
simulated_annealing,17,4,"[2, 0, 3, 1]",0,10,0.000133514404296875,True
simulated_annealing,18,4,"[1, 3, 0, 2]",0,22,0.0002841949462890625,True
simulated_annealing,19,4,"[2, 0, 3, 1]",0,16,0.00022029876708984375,True
simulated_annealing,20,4,"[2, 0, 3, 1]",0,1,8.821487426757812e-06,True
simulated_annealing,21,4,"[2, 0, 3, 1]",0,32,0.0005283355712890625,True
simulated_annealing,22,4,"[1, 3, 0, 2]",0,5,4.935264587402344e-05,True
simulated_annealing,23,4,"[1, 3, 0, 2]",0,1,1.1920928955078125e-05,True
simulated_annealing,24,4,"[2, 0, 3, 1]",0,5,5.817413330078125e-05,True
simulated_annealing,25,4,"[2, 0, 3, 1]",0,8,6.4849853515625e-05,True
simulated_annealing,26,4,"[1, 3, 0, 2]",0,8,7.05718994140625e-05,True
simulated_annealing,27,4,"[1, 3, 0, 2]",0,14,0.00013208389282226562,True
simulated_annealing,28,4,"[1, 3, 0, 2]",0,16,0.0002148151397705078,True
simulated_annealing,29,4,"[2, 0, 3, 1]",0,28,0.0003609657287597656,True
simulated_annealing,30,4,"[2, 0, 3, 1]",0,16,0.00020766258239746094,True
simulated_annealing,31,4,"[1, 3, 0, 2]",0,11,0.0001475811004638672,True
simulated_annealing,32,4,"[1, 3, 0, 2]",0,3,3.266334533691406e-05,True
simulated_annealing,33,4,"[2, 0, 3, 1]",0,22,0.000278472900390625,True
simulated_annealing,34,4,"[2, 0, 3, 1]",0,4,5.555152893066406e-05,True
simulated_annealing,35,4,"[2, 0, 3, 1]",0,30,0.0003387928009033203,True
simulated_annealing,36,4,"[1, 3, 0, 2]",0,1,1.5974044799804688e-05,True
simulated_annealing,37,4,"[2, 0, 3, 1]",0,8,0.00010275840759277344,True
simulated_annealing,38,4,"[1, 3, 0, 2]",0,6,7.319450378417969e-05,True
simulated_annealing,39,4,"[1, 3, 0, 2]",0,8,9.584426879882812e-05,True
simulated_annealing,40,4,"[2, 0, 3, 1]",0,9,0.00010633468627929688,True
simulated_annealing,41,4,"[1, 3, 0, 2]",0,4,4.9114227294921875e-05,True
simulated_annealing,42,4,"[2, 0, 3, 1]",0,20,0.0002589225769042969,True
simulated_annealing,43,4,"[2, 0, 3, 1]",0,13,0.0001518726348876953,True
simulated_annealing,44,4,"[1, 3, 0, 2]",0,9,0.0001068115234375,True
simulated_annealing,45,4,"[1, 3, 0, 2]",0,2,2.2649765014648438e-05,True
simulated_annealing,46,4,"[1, 3, 0, 2]",0,21,0.00021791458129882812,True
simulated_annealing,47,4,"[2, 0, 3, 1]",0,22,0.00023365020751953125,True
simulated_annealing,48,4,"[2, 0, 3, 1]",0,12,0.0001506805419921875,True
simulated_annealing,49,4,"[2, 0, 3, 1]",0,6,7.200241088867188e-05,True
simulated_annealing,0,8,"[5, 1, 6, 0, 2, 4, 7, 3]",0,519,0.009243249893188477,True
simulated_annealing,1,8,"[4, 6, 0, 3, 1, 7, 5, 2]",0,274,0.002498149871826172,True
simulated_annealing,2,8,"[6, 2, 7, 1, 4, 0, 5, 3]",0,685,0.006644725799560547,True
simulated_annealing,3,8,"[1, 6, 2, 5, 7, 4, 0, 3]",0,157,0.0016930103302001953,True
simulated_annealing,4,8,"[4, 6, 0, 3, 1, 7, 5, 2]",0,721,0.010875225067138672,True
simulated_annealing,5,8,"[5, 3, 6, 0, 2, 4, 1, 7]",0,39,0.000400543212890625,True
simulated_annealing,6,8,"[3, 1, 6, 4, 0, 7, 5, 2]",0,334,0.0028939247131347656,True
simulated_annealing,7,8,"[2, 5, 1, 4, 7, 0, 6, 3]",0,229,0.002125978469848633,True
simulated_annealing,8,8,"[4, 0, 7, 5, 2, 6, 1, 3]",0,310,0.004248619079589844,True
simulated_annealing,9,8,"[4, 6, 3, 0, 2, 7, 5, 1]",0,355,0.0034017562866210938,True
simulated_annealing,10,8,"[3, 7, 4, 2, 0, 6, 1, 5]",0,48,0.0003936290740966797,True
simulated_annealing,11,8,"[5, 3, 0, 4, 7, 1, 6, 2]",0,34,0.0006399154663085938,True
simulated_annealing,12,8,"[4, 6, 1, 5, 2, 0, 3, 7]",0,44,0.0006918907165527344,True
simulated_annealing,13,8,"[0, 5, 7, 2, 6, 3, 1, 4]",0,524,0.009712457656860352,True
simulated_annealing,14,8,"[4, 2, 0, 6, 1, 7, 5, 3]",0,535,0.0045680999755859375,True
simulated_annealing,15,8,"[2, 5, 7, 0, 3, 6, 4, 1]",0,706,0.014783382415771484,True
simulated_annealing,16,8,"[3, 6, 2, 7, 1, 4, 0, 5]",0,575,0.007074117660522461,True
simulated_annealing,17,8,"[4, 1, 7, 0, 3, 6, 2, 5]",0,342,0.005860090255737305,True
simulated_annealing,18,8,"[3, 0, 4, 7, 5, 2, 6, 1]",0,122,0.0012621879577636719,True
simulated_annealing,19,8,"[5, 7, 1, 3, 0, 6, 4, 2]",0,95,0.002341747283935547,True
simulated_annealing,20,8,"[2, 4, 1, 7, 0, 6, 3, 5]",0,788,0.01543426513671875,True
simulated_annealing,21,8,"[5, 2, 0, 7, 3, 1, 6, 4]",0,438,0.009913444519042969,True
simulated_annealing,22,8,"[2, 5, 7, 0, 4, 6, 1, 3]",0,111,0.001270294189453125,True
simulated_annealing,23,8,"[5, 1, 6, 0, 2, 4, 7, 3]",0,286,0.003239154815673828,True
simulated_annealing,24,8,"[2, 5, 1, 4, 7, 0, 6, 3]",0,228,0.0022127628326416016,True
simulated_annealing,25,8,"[2, 5, 1, 6, 0, 3, 7, 4]",0,54,0.0005090236663818359,True
simulated_annealing,26,8,"[2, 5, 7, 1, 3, 0, 6, 4]",0,694,0.009917497634887695,True
simulated_annealing,27,8,"[3, 1, 6, 4, 0, 7, 5, 2]",0,615,0.005141258239746094,True
simulated_annealing,28,8,"[4, 6, 3, 0, 2, 7, 5, 1]",0,129,0.0012013912200927734,True
simulated_annealing,29,8,"[4, 2, 0, 6, 1, 7, 5, 3]",0,90,0.0012006759643554688,True
simulated_annealing,30,8,"[6, 1, 5, 2, 0, 3, 7, 4]",0,72,0.0006651878356933594,True
simulated_annealing,31,8,"[2, 4, 1, 7, 0, 6, 3, 5]",0,718,0.008461236953735352,True
simulated_annealing,32,8,"[5, 2, 0, 6, 4, 7, 1, 3]",0,162,0.002062082290649414,True
simulated_annealing,33,8,"[2, 5, 1, 6, 4, 0, 7, 3]",0,647,0.008118867874145508,True
simulated_annealing,34,8,"[4, 1, 7, 0, 3, 6, 2, 5]",0,674,0.014350414276123047,True
simulated_annealing,35,8,"[0, 6, 4, 7, 1, 3, 5, 2]",0,12,0.0002658367156982422,True
simulated_annealing,36,8,"[2, 5, 3, 0, 7, 4, 6, 1]",0,292,0.0068972110748291016,True
simulated_annealing,37,8,"[5, 3, 6, 0, 7, 1, 4, 2]",0,26,0.0005555152893066406,True
simulated_annealing,38,8,"[1, 5, 7, 2, 0, 3, 6, 4]",0,157,0.003683328628540039,True
simulated_annealing,39,8,"[4, 0, 7, 5, 2, 6, 1, 3]",0,198,0.0045359134674072266,True
simulated_annealing,40,8,"[2, 4, 6, 0, 3, 1, 7, 5]",0,650,0.009935140609741211,True
simulated_annealing,41,8,"[3, 1, 6, 4, 0, 7, 5, 2]",0,124,0.00115966796875,True
simulated_annealing,42,8,"[6, 3, 1, 4, 7, 0, 2, 5]",0,60,0.0005242824554443359,True
simulated_annealing,43,8,"[6, 2, 7, 1, 4, 0, 5, 3]",0,255,0.0028028488159179688,True
simulated_annealing,44,8,"[6, 0, 2, 7, 5, 3, 1, 4]",0,699,0.008990287780761719,True
simulated_annealing,45,8,"[3, 1, 7, 5, 0, 2, 4, 6]",0,543,0.0047147274017333984,True
simulated_annealing,46,8,"[7, 1, 3, 0, 6, 4, 2, 5]",0,30,0.0002617835998535156,True
simulated_annealing,47,8,"[5, 7, 1, 3, 0, 6, 4, 2]",0,651,0.008951187133789062,True
simulated_annealing,48,8,"[3, 1, 7, 5, 0, 2, 4, 6]",0,94,0.000774383544921875,True
simulated_annealing,49,8,"[3, 0, 4, 7, 5, 2, 6, 1]",0,677,0.00921320915222168,True
simulated_annealing,0,10,"[6, 0, 3, 1, 8, 7, 9, 4, 2, 5]",1,1376,0.019899368286132812,False
simulated_annealing,1,10,"[9, 0, 4, 1, 5, 8, 2, 7, 3, 6]",1,1376,0.024921894073486328,False
simulated_annealing,2,10,"[2, 6, 1, 7, 5, 0, 9, 4, 8, 3]",0,868,0.015960216522216797,True
simulated_annealing,3,10,"[7, 5, 1, 6, 9, 0, 2, 4, 8, 3]",0,683,0.011352062225341797,True
simulated_annealing,4,10,"[9, 4, 2, 0, 6, 1, 7, 5, 3, 8]",0,803,0.01337289810180664,True
simulated_annealing,5,10,"[7, 0, 2, 8, 6, 1, 3, 5, 9, 4]",0,715,0.011037588119506836,True
simulated_annealing,6,10,"[3, 8, 6, 2, 0, 5, 1, 4, 9, 7]",0,941,0.019257783889770508,True
simulated_annealing,7,10,"[6, 0, 2, 5, 7, 9, 3, 8, 4, 1]",0,151,0.004311084747314453,True
simulated_annealing,8,10,"[6, 1, 7, 2, 0, 9, 4, 8, 5, 3]",0,1256,0.018132925033569336,True
simulated_annealing,9,10,"[5, 8, 0, 3, 6, 9, 7, 1, 4, 2]",0,810,0.013617992401123047,True
simulated_annealing,10,10,"[3, 5, 8, 2, 9, 7, 1, 4, 6, 0]",0,759,0.01422429084777832,True
simulated_annealing,11,10,"[2, 4, 8, 7, 3, 6, 0, 5, 1, 9]",1,1376,0.022066116333007812,False
simulated_annealing,12,10,"[6, 2, 9, 5, 0, 8, 4, 7, 1, 3]",0,1049,0.015108346939086914,True
simulated_annealing,13,10,"[1, 8, 5, 0, 2, 9, 6, 3, 7, 4]",0,1197,0.016834735870361328,True
simulated_annealing,14,10,"[8, 2, 4, 1, 7, 9, 6, 3, 5, 0]",0,872,0.016150712966918945,True
simulated_annealing,15,10,"[4, 8, 1, 3, 7, 0, 2, 5, 9, 6]",0,807,0.013960838317871094,True
simulated_annealing,16,10,"[6, 3, 1, 4, 8, 0, 9, 7, 5, 2]",0,157,0.0054242610931396484,True
simulated_annealing,17,10,"[4, 1, 7, 9, 2, 8, 5, 3, 0, 6]",0,852,0.013022184371948242,True
simulated_annealing,18,10,"[5, 7, 1, 4, 0, 8, 3, 9, 6, 2]",0,626,0.009189367294311523,True
simulated_annealing,19,10,"[3, 6, 4, 2, 0, 9, 7, 5, 8, 1]",0,905,0.01870107650756836,True
simulated_annealing,20,10,"[5, 0, 2, 9, 7, 1, 3, 8, 6, 4]",0,1240,0.018644094467163086,True
simulated_annealing,21,10,"[4, 8, 0, 3, 1, 7, 9, 6, 2, 5]",0,794,0.010441780090332031,True
simulated_annealing,22,10,"[0, 7, 5, 1, 6, 9, 3, 8, 4, 2]",0,640,0.013114213943481445,True
simulated_annealing,23,10,"[0, 5, 3, 6, 9, 7, 1, 4, 2, 8]",0,635,0.015391111373901367,True
simulated_annealing,24,10,"[3, 8, 4, 1, 9, 0, 5, 7, 2, 6]",0,867,0.018573999404907227,True
simulated_annealing,25,10,"[5, 0, 6, 1, 7, 2, 8, 3, 9, 4]",0,809,0.014484405517578125,True
simulated_annealing,26,10,"[2, 5, 9, 6, 1, 3, 8, 0, 7, 4]",1,1376,0.024520397186279297,False
simulated_annealing,27,10,"[2, 4, 9, 7, 3, 1, 6, 8, 5, 0]",0,788,0.012224912643432617,True
simulated_annealing,28,10,"[5, 3, 1, 7, 2, 6, 9, 0, 8, 4]",0,458,0.009888172149658203,True
simulated_annealing,29,10,"[4, 2, 8, 3, 9, 7, 5, 1, 6, 0]",0,1019,0.022582292556762695,True
simulated_annealing,30,10,"[7, 1, 8, 0, 5, 3, 9, 6, 4, 2]",0,1159,0.02616572380065918,True
simulated_annealing,31,10,"[7, 5, 1, 6, 9, 0, 2, 4, 8, 3]",0,704,0.01279139518737793,True
simulated_annealing,32,10,"[7, 4, 1, 3, 8, 6, 2, 9, 5, 0]",0,790,0.011048316955566406,True
simulated_annealing,33,10,"[3, 8, 4, 9, 0, 5, 7, 1, 6, 2]",0,882,0.012714385986328125,True
simulated_annealing,34,10,"[5, 3, 1, 6, 8, 2, 0, 7, 9, 4]",0,865,0.015268325805664062,True
simulated_annealing,35,10,"[3, 7, 4, 8, 0, 9, 1, 5, 2, 6]",0,761,0.01195836067199707,True
simulated_annealing,36,10,"[3, 7, 0, 8, 5, 1, 6, 9, 2, 4]",0,546,0.006551504135131836,True
simulated_annealing,37,10,"[6, 2, 0, 7, 4, 8, 5, 9, 1, 3]",0,222,0.0047414302825927734,True
simulated_annealing,38,10,"[5, 3, 9, 0, 4, 1, 7, 2, 6, 8]",0,890,0.021959781646728516,True
simulated_annealing,39,10,"[3, 8, 4, 2, 0, 9, 6, 1, 5, 7]",0,788,0.013666152954101562,True
simulated_annealing,40,10,"[3, 5, 7, 9, 1, 6, 8, 0, 2, 4]",0,1260,0.02192997932434082,True
simulated_annealing,41,10,"[2, 9, 5, 1, 8, 4, 0, 7, 3, 6]",0,1218,0.015341997146606445,True
simulated_annealing,42,10,"[3, 7, 0, 8, 1, 4, 6, 9, 2, 5]",0,1053,0.01665472984313965,True
simulated_annealing,43,10,"[0, 5, 7, 9, 3, 8, 2, 4, 6, 1]",0,852,0.013439655303955078,True
simulated_annealing,44,10,"[4, 2, 7, 5, 1, 8, 0, 3, 6, 9]",0,615,0.015227079391479492,True
simulated_annealing,45,10,"[9, 3, 5, 2, 8, 1, 4, 7, 0, 6]",0,969,0.01549530029296875,True
simulated_annealing,46,10,"[7, 2, 4, 8, 1, 5, 9, 6, 0, 3]",0,1350,0.024774789810180664,True
simulated_annealing,47,10,"[1, 6, 4, 2, 8, 3, 9, 7, 5, 0]",0,1101,0.016495943069458008,True
simulated_annealing,48,10,"[0, 5, 7, 1, 6, 8, 2, 4, 9, 3]",0,740,0.011031866073608398,True
simulated_annealing,49,10,"[4, 7, 5, 8, 2, 0, 3, 6, 9, 1]",0,1079,0.014571905136108398,True
simulated_annealing,0,12,"[10, 1, 7, 2, 4, 6, 9, 0, 5, 11, 8, 3]",1,1376,0.03362703323364258,False
simulated_annealing,1,12,"[4, 9, 1, 10, 5, 3, 8, 0, 11, 6, 2, 7]",0,1215,0.024235010147094727,True
simulated_annealing,2,12,"[3, 6, 8, 11, 2, 7, 5, 1, 9, 0, 10, 4]",0,979,0.025611162185668945,True
simulated_annealing,3,12,"[7, 1, 10, 5, 9, 0, 3, 11, 2, 8, 6, 4]",0,1093,0.025562524795532227,True
simulated_annealing,4,12,"[4, 0, 5, 10, 2, 7, 11, 8, 1, 9, 6, 3]",0,720,0.014239788055419922,True
simulated_annealing,5,12,"[3, 11, 6, 4, 0, 10, 5, 2, 8, 1, 7, 9]",0,1092,0.029216289520263672,True
simulated_annealing,6,12,"[9, 11, 3, 10, 6, 4, 1, 7, 0, 2, 8, 5]",1,1376,0.040114641189575195,False
simulated_annealing,7,12,"[9, 0, 4, 7, 10, 3, 11, 8, 5, 2, 6, 1]",0,810,0.02223062515258789,True
simulated_annealing,8,12,"[7, 8, 4, 1, 9, 0, 5, 11, 2, 6, 10, 3]",1,1376,0.026371240615844727,False
simulated_annealing,9,12,"[5, 1, 9, 4, 10, 3, 0, 2, 7, 11, 6, 8]",0,927,0.020058155059814453,True
simulated_annealing,10,12,"[2, 0, 10, 6, 4, 1, 5, 11, 9, 7, 3, 8]",1,1376,0.02667522430419922,False
simulated_annealing,11,12,"[6, 3, 11, 0, 8, 10, 5, 2, 9, 1, 4, 7]",0,934,0.024672746658325195,True
simulated_annealing,12,12,"[6, 3, 1, 8, 11, 5, 10, 0, 9, 4, 2, 7]",0,982,0.02767801284790039,True
simulated_annealing,13,12,"[10, 7, 3, 6, 9, 2, 0, 11, 8, 5, 1, 4]",0,959,0.023463964462280273,True
simulated_annealing,14,12,"[2, 9, 6, 10, 1, 4, 11, 0, 8, 3, 5, 7]",0,967,0.020479917526245117,True
simulated_annealing,15,12,"[6, 2, 9, 5, 1, 8, 10, 3, 7, 0, 4, 11]",0,799,0.021231412887573242,True
simulated_annealing,16,12,"[1, 11, 6, 3, 9, 4, 8, 0, 2, 7, 5, 10]",1,1376,0.04152727127075195,False
simulated_annealing,17,12,"[8, 1, 5, 2, 10, 7, 3, 11, 9, 4, 6, 0]",0,717,0.022130489349365234,True
simulated_annealing,18,12,"[2, 5, 7, 4, 10, 0, 6, 3, 11, 8, 1, 9]",0,846,0.018385887145996094,True
simulated_annealing,19,12,"[3, 10, 8, 1, 5, 2, 0, 7, 4, 11, 9, 6]",0,1027,0.027277231216430664,True
simulated_annealing,20,12,"[4, 9, 0, 8, 11, 1, 6, 2, 5, 10, 7, 3]",1,1376,0.03663468360900879,False
simulated_annealing,21,12,"[2, 9, 11, 8, 1, 4, 10, 0, 6, 3, 5, 7]",0,1260,0.03124403953552246,True
simulated_annealing,22,12,"[4, 7, 11, 2, 6, 1, 9, 0, 3, 10, 8, 5]",0,1156,0.02972269058227539,True
simulated_annealing,23,12,"[6, 1, 5, 10, 0, 9, 4, 2, 7, 3, 11, 8]",0,952,0.02200603485107422,True
simulated_annealing,24,12,"[10, 7, 3, 0, 2, 4, 9, 11, 8, 5, 1, 6]",0,1111,0.022817134857177734,True
simulated_annealing,25,12,"[6, 1, 5, 7, 11, 0, 3, 9, 4, 2, 8, 10]",0,882,0.016748666763305664,True
simulated_annealing,26,12,"[6, 1, 11, 5, 3, 0, 10, 8, 4, 2, 7, 9]",0,1036,0.022672176361083984,True
simulated_annealing,27,12,"[5, 7, 2, 6, 11, 9, 0, 4, 10, 8, 3, 1]",0,730,0.012623786926269531,True
simulated_annealing,28,12,"[11, 3, 8, 4, 2, 0, 10, 7, 5, 6, 9, 1]",1,1376,0.022932767868041992,False
simulated_annealing,29,12,"[4, 2, 10, 5, 11, 8, 1, 3, 6, 9, 7, 0]",0,809,0.013862848281860352,True
simulated_annealing,30,12,"[8, 4, 1, 7, 11, 6, 0, 2, 10, 5, 3, 9]",0,1014,0.018556833267211914,True
simulated_annealing,31,12,"[3, 6, 9, 2, 8, 11, 7, 1, 10, 5, 0, 4]",0,944,0.02131962776184082,True
simulated_annealing,32,12,"[3, 9, 7, 1, 4, 11, 0, 6, 10, 5, 2, 8]",0,738,0.013231515884399414,True
simulated_annealing,33,12,"[2, 0, 7, 10, 8, 6, 4, 1, 11, 9, 5, 3]",0,609,0.012247800827026367,True
simulated_annealing,34,12,"[5, 10, 4, 11, 0, 3, 7, 2, 8, 6, 9, 1]",0,1286,0.024563074111938477,True
simulated_annealing,35,12,"[1, 10, 2, 5, 8, 11, 3, 0, 6, 4, 9, 7]",0,677,0.010708808898925781,True
simulated_annealing,36,12,"[4, 8, 1, 9, 6, 3, 0, 10, 5, 2, 11, 7]",0,670,0.013295173645019531,True
simulated_annealing,37,12,"[9, 2, 0, 10, 6, 1, 5, 11, 8, 3, 7, 4]",0,859,0.019150733947753906,True
simulated_annealing,38,12,"[4, 6, 1, 5, 11, 8, 0, 7, 3, 10, 2, 9]",0,1118,0.022964954376220703,True
simulated_annealing,39,12,"[5, 2, 9, 1, 3, 8, 10, 7, 4, 11, 0, 6]",0,665,0.011715173721313477,True
simulated_annealing,40,12,"[6, 2, 10, 1, 9, 0, 5, 3, 8, 11, 7, 4]",0,1210,0.024195432662963867,True
simulated_annealing,41,12,"[1, 10, 8, 11, 3, 7, 0, 2, 5, 9, 6, 4]",0,1029,0.02023458480834961,True
simulated_annealing,42,12,"[6, 4, 2, 10, 5, 9, 11, 0, 7, 3, 1, 8]",0,888,0.0196530818939209,True
simulated_annealing,43,12,"[10, 2, 7, 1, 4, 0, 9, 11, 5, 8, 6, 3]",0,1131,0.022458314895629883,True
simulated_annealing,44,12,"[5, 2, 10, 6, 4, 9, 1, 3, 7, 11, 8, 0]",0,715,0.014321088790893555,True
simulated_annealing,45,12,"[5, 1, 6, 10, 2, 11, 9, 0, 3, 8, 4, 7]",0,1047,0.01797771453857422,True
simulated_annealing,46,12,"[4, 7, 9, 0, 2, 10, 6, 3, 1, 8, 11, 5]",0,745,0.013569116592407227,True
simulated_annealing,47,12,"[1, 7, 9, 2, 0, 10, 3, 5, 8, 11, 4, 6]",0,1018,0.02037644386291504,True
simulated_annealing,48,12,"[5, 10, 2, 6, 11, 7, 1, 3, 0, 8, 4, 9]",0,1028,0.021611452102661133,True
simulated_annealing,49,12,"[8, 3, 0, 7, 5, 10, 1, 4, 11, 9, 6, 2]",0,340,0.005167484283447266,True
simulated_annealing,0,15,"[12, 0, 3, 10, 7, 9, 14, 2, 13, 1, 6, 8, 5, 11, 4]",0,1374,0.03812217712402344,True
simulated_annealing,1,15,"[10, 7, 5, 1, 9, 13, 0, 2, 3, 8, 6, 4, 12, 14, 11]",1,1376,0.03567051887512207,False
simulated_annealing,2,15,"[1, 8, 12, 0, 7, 14, 10, 5, 2, 9, 3, 13, 11, 4, 6]",0,1060,0.04053449630737305,True
simulated_annealing,3,15,"[14, 7, 9, 12, 6, 3, 11, 0, 4, 13, 10, 8, 1, 5, 2]",1,1376,0.04007387161254883,False
simulated_annealing,4,15,"[5, 7, 13, 11, 2, 6, 3, 0, 10, 12, 14, 1, 8, 4, 9]",0,956,0.023846149444580078,True
simulated_annealing,5,15,"[6, 9, 11, 0, 14, 7, 5, 10, 1, 13, 4, 12, 3, 8, 2]",0,945,0.037297725677490234,True
simulated_annealing,6,15,"[9, 1, 6, 13, 7, 2, 14, 3, 10, 8, 4, 12, 0, 11, 5]",0,982,0.03320193290710449,True
simulated_annealing,7,15,"[13, 1, 10, 8, 6, 3, 0, 11, 14, 5, 9, 12, 4, 2, 7]",0,1027,0.03314208984375,True
simulated_annealing,8,15,"[7, 13, 8, 3, 0, 14, 5, 9, 12, 6, 2, 10, 1, 11, 4]",1,1376,0.041207313537597656,False
simulated_annealing,9,15,"[4, 6, 11, 9, 5, 1, 13, 8, 10, 2, 7, 14, 12, 3, 0]",1,1376,0.04300045967102051,False
simulated_annealing,10,15,"[5, 2, 0, 14, 11, 9, 12, 6, 4, 1, 10, 13, 7, 3, 8]",0,1272,0.03171801567077637,True
simulated_annealing,11,15,"[9, 4, 6, 1, 3, 11, 8, 14, 5, 2, 0, 12, 7, 13, 10]",0,957,0.029396772384643555,True
simulated_annealing,12,15,"[4, 2, 9, 6, 10, 5, 14, 12, 0, 7, 3, 13, 11, 8, 1]",0,1351,0.03922390937805176,True
simulated_annealing,13,15,"[2, 10, 1, 7, 0, 12, 6, 8, 14, 4, 13, 3, 9, 11, 5]",0,1000,0.024587631225585938,True
simulated_annealing,14,15,"[12, 4, 6, 0, 10, 14, 7, 2, 13, 9, 1, 5, 8, 11, 3]",0,893,0.03179502487182617,True
simulated_annealing,15,15,"[10, 6, 3, 0, 13, 9, 14, 1, 4, 2, 8, 11, 7, 12, 5]",1,1376,0.04413580894470215,False
simulated_annealing,16,15,"[9, 7, 10, 0, 14, 1, 4, 8, 13, 2, 12, 6, 11, 3, 5]",0,1220,0.029740095138549805,True
simulated_annealing,17,15,"[6, 1, 12, 5, 11, 13, 3, 0, 4, 8, 14, 2, 10, 7, 9]",0,1225,0.03057551383972168,True
simulated_annealing,18,15,"[14, 1, 5, 12, 9, 7, 3, 11, 0, 2, 6, 10, 13, 4, 8]",0,1010,0.03441619873046875,True
simulated_annealing,19,15,"[9, 7, 3, 14, 8, 10, 13, 1, 6, 4, 12, 0, 11, 5, 2]",1,1376,0.04677414894104004,False
simulated_annealing,20,15,"[10, 5, 7, 2, 12, 6, 13, 1, 4, 11, 8, 14, 3, 0, 9]",0,839,0.025372743606567383,True
simulated_annealing,21,15,"[8, 1, 9, 13, 6, 0, 7, 14, 11, 5, 2, 4, 10, 12, 3]",1,1376,0.03994941711425781,False
simulated_annealing,22,15,"[14, 4, 2, 8, 11, 3, 10, 13, 5, 1, 12, 7, 0, 6, 9]",0,1012,0.029579639434814453,True
simulated_annealing,23,15,"[8, 1, 3, 13, 0, 9, 12, 6, 11, 14, 2, 4, 10, 7, 5]",1,1376,0.04170370101928711,False
simulated_annealing,24,15,"[6, 1, 13, 0, 14, 7, 10, 2, 9, 12, 4, 3, 8, 11, 5]",1,1376,0.06456732749938965,False
simulated_annealing,25,15,"[13, 10, 8, 3, 1, 12, 9, 5, 0, 4, 14, 7, 11, 6, 2]",1,1376,0.08798551559448242,False
simulated_annealing,26,15,"[6, 0, 9, 4, 1, 14, 11, 7, 10, 13, 2, 5, 3, 8, 12]",0,1013,0.030655622482299805,True
simulated_annealing,27,15,"[1, 6, 14, 12, 8, 0, 3, 7, 2, 11, 13, 10, 5, 9, 4]",0,894,0.0245516300201416,True
simulated_annealing,28,15,"[8, 5, 0, 6, 9, 7, 12, 14, 2, 10, 1, 4, 11, 13, 3]",0,994,0.029610872268676758,True
simulated_annealing,29,15,"[8, 4, 1, 3, 9, 11, 13, 5, 10, 0, 14, 6, 2, 7, 12]",1,1376,0.03572702407836914,False
simulated_annealing,30,15,"[14, 11, 1, 3, 6, 8, 2, 12, 9, 13, 5, 0, 4, 10, 7]",0,1154,0.03241610527038574,True
simulated_annealing,31,15,"[4, 11, 3, 5, 10, 13, 9, 6, 1, 14, 7, 0, 12, 8, 2]",0,799,0.02213883399963379,True
simulated_annealing,32,15,"[9, 3, 0, 8, 14, 1, 6, 10, 5, 13, 11, 4, 7, 12, 2]",0,837,0.02366018295288086,True
simulated_annealing,33,15,"[9, 0, 6, 3, 14, 7, 11, 13, 5, 1, 4, 12, 10, 8, 2]",0,1108,0.032328128814697266,True
simulated_annealing,34,15,"[11, 5, 12, 10, 4, 13, 1, 3, 7, 0, 2, 14, 9, 6, 8]",0,1041,0.03179049491882324,True
simulated_annealing,35,15,"[3, 11, 7, 12, 4, 0, 10, 13, 6, 1, 9, 2, 5, 14, 8]",0,886,0.026385784149169922,True
