algorithm_name,env_n,size,best_solution,H,states,time,success
hill_climbing,11,4,"[0, 1, 2, 3]",1,13,4.4345855712890625e-05,False
hill_climbing,12,4,"[0, 2, 1, 3]",0,13,5.698204040527344e-05,True
hill_climbing,13,4,"[3, 0, 1, 2]",0,13,3.1948089599609375e-05,True
hill_climbing,14,4,"[1, 3, 0, 2]",0,7,2.4557113647460938e-05,True
hill_climbing,15,4,"[3, 2, 0, 1]",0,13,4.029273986816406e-05,True
hill_climbing,16,4,"[1, 3, 0, 2]",0,7,2.574920654296875e-05,True
hill_climbing,17,4,"[0, 2, 1, 3]",0,13,4.220008850097656e-05,True
hill_climbing,18,4,"[2, 0, 3, 1]",0,7,2.8848648071289062e-05,True
hill_climbing,19,4,"[1, 3, 0, 2]",0,7,2.4557113647460938e-05,True
hill_climbing,20,4,"[2, 0, 3, 1]",0,1,8.106231689453125e-06,True
hill_climbing,21,4,"[2, 0, 3, 1]",0,7,3.361701965332031e-05,True
hill_climbing,22,4,"[3, 2, 0, 1]",0,13,2.6226043701171875e-05,True
hill_climbing,23,4,"[1, 3, 0, 2]",0,1,1.1682510375976562e-05,True
hill_climbing,24,4,"[1, 0, 2, 3]",0,13,6.437301635742188e-05,True
hill_climbing,25,4,"[1, 3, 0, 2]",0,7,3.981590270996094e-05,True
hill_climbing,26,4,"[2, 0, 3, 1]",0,7,3.6716461181640625e-05,True
hill_climbing,27,4,"[0, 1, 2, 3]",1,13,6.937980651855469e-05,False
hill_climbing,28,4,"[1, 3, 0, 2]",0,7,3.910064697265625e-05,True
hill_climbing,29,4,"[3, 2, 1, 0]",1,13,6.771087646484375e-05,False
hill_climbing,30,4,"[2, 0, 3, 1]",0,7,3.933906555175781e-05,True
hill_climbing,31,4,"[2, 3, 1, 0]",0,13,6.914138793945312e-05,True
hill_climbing,32,4,"[1, 2, 3, 0]",0,13,6.794929504394531e-05,True
hill_climbing,33,4,"[2, 0, 3, 1]",0,7,3.910064697265625e-05,True
hill_climbing,34,4,"[2, 0, 3, 1]",0,7,3.838539123535156e-05,True
hill_climbing,35,4,"[1, 3, 0, 2]",0,7,3.7670135498046875e-05,True
hill_climbing,36,4,"[1, 3, 0, 2]",0,1,9.298324584960938e-06,True
hill_climbing,37,4,"[1, 3, 0, 2]",0,7,4.220008850097656e-05,True
hill_climbing,38,4,"[2, 0, 3, 1]",0,7,3.933906555175781e-05,True
hill_climbing,39,4,"[2, 0, 3, 1]",0,7,3.7670135498046875e-05,True
hill_climbing,40,4,"[1, 0, 2, 3]",0,13,6.699562072753906e-05,True
hill_climbing,41,4,"[2, 0, 3, 1]",0,7,3.910064697265625e-05,True
hill_climbing,42,4,"[2, 0, 3, 1]",0,7,3.790855407714844e-05,True
hill_climbing,43,4,"[2, 3, 1, 0]",0,13,6.67572021484375e-05,True
hill_climbing,44,4,"[1, 0, 2, 3]",0,13,6.723403930664062e-05,True
hill_climbing,45,4,"[1, 3, 0, 2]",0,7,3.8623809814453125e-05,True
hill_climbing,46,4,"[2, 3, 1, 0]",0,13,6.699562072753906e-05,True
hill_climbing,47,4,"[1, 3, 0, 2]",0,7,3.8623809814453125e-05,True
hill_climbing,48,4,"[1, 3, 0, 2]",0,7,6.651878356933594e-05,True
hill_climbing,49,4,"[3, 2, 1, 0]",1,13,6.866455078125e-05,False
hill_climbing,0,8,"[6, 1, 5, 2, 0, 3, 7, 4]",0,29,0.00033164024353027344,True
hill_climbing,1,8,"[3, 6, 1, 5, 7, 0, 4, 2]",1,57,0.00061798095703125,False
hill_climbing,2,8,"[5, 3, 4, 1, 2, 6, 7, 0]",1,57,0.0005745887756347656,False
hill_climbing,3,8,"[0, 5, 7, 2, 1, 6, 4, 3]",0,57,0.0005192756652832031,True
hill_climbing,4,8,"[1, 6, 5, 4, 7, 0, 2, 3]",2,57,0.0003612041473388672,False
hill_climbing,5,8,"[6, 3, 1, 0, 7, 2, 5, 4]",2,57,0.0003285408020019531,False
hill_climbing,6,8,"[5, 7, 6, 4, 0, 2, 3, 1]",1,57,0.0003037452697753906,False
hill_climbing,7,8,"[6, 7, 2, 4, 0, 3, 1, 5]",1,57,0.0003714561462402344,False
hill_climbing,8,8,"[5, 0, 6, 4, 1, 7, 2, 3]",0,57,0.0003440380096435547,True
hill_climbing,9,8,"[3, 6, 0, 1, 5, 2, 4, 7]",0,57,0.0006477832794189453,True
hill_climbing,10,8,"[2, 1, 5, 7, 4, 6, 3, 0]",0,57,0.0006504058837890625,True
hill_climbing,11,8,"[1, 0, 2, 5, 3, 4, 6, 7]",2,57,0.0006535053253173828,False
hill_climbing,12,8,"[3, 1, 0, 6, 4, 5, 2, 7]",3,57,0.000457763671875,False
hill_climbing,13,8,"[3, 0, 6, 7, 1, 5, 2, 4]",1,57,0.0006449222564697266,False
hill_climbing,14,8,"[0, 2, 3, 7, 6, 5, 4, 1]",2,57,0.0006687641143798828,False
hill_climbing,15,8,"[7, 2, 5, 1, 6, 4, 0, 3]",1,29,0.0005071163177490234,False
hill_climbing,16,8,"[4, 1, 0, 7, 2, 6, 3, 5]",1,57,0.00045371055603027344,False
hill_climbing,17,8,"[3, 1, 0, 4, 5, 2, 7, 6]",1,57,0.0005717277526855469,False
hill_climbing,18,8,"[1, 4, 6, 7, 3, 5, 0, 2]",0,57,0.0005402565002441406,True
hill_climbing,19,8,"[2, 5, 3, 1, 7, 4, 6, 0]",0,29,0.0003261566162109375,True
hill_climbing,20,8,"[1, 4, 3, 6, 0, 5, 7, 2]",1,57,0.0004458427429199219,False
hill_climbing,21,8,"[4, 0, 1, 7, 6, 5, 3, 2]",2,57,0.0004322528839111328,False
hill_climbing,22,8,"[6, 7, 5, 3, 4, 0, 1, 2]",3,57,0.00041103363037109375,False
hill_climbing,23,8,"[7, 3, 0, 2, 5, 1, 6, 4]",0,29,0.00032639503479003906,True
hill_climbing,24,8,"[3, 2, 0, 5, 1, 4, 7, 6]",0,57,0.0005781650543212891,True
hill_climbing,25,8,"[5, 4, 3, 2, 1, 0, 7, 6]",7,57,0.00047969818115234375,False
hill_climbing,26,8,"[2, 6, 4, 0, 7, 1, 5, 3]",1,57,0.0005044937133789062,False
hill_climbing,27,8,"[3, 4, 0, 1, 6, 2, 5, 7]",0,57,0.0005130767822265625,True
hill_climbing,28,8,"[3, 2, 0, 6, 4, 7, 5, 1]",0,57,0.0006108283996582031,True
hill_climbing,29,8,"[3, 7, 0, 6, 5, 4, 2, 1]",1,57,0.000545501708984375,False
hill_climbing,30,8,"[2, 5, 3, 1, 6, 0, 7, 4]",0,57,0.0005900859832763672,True
hill_climbing,31,8,"[4, 5, 2, 1, 6, 7, 3, 0]",2,57,0.0004184246063232422,False
hill_climbing,32,8,"[4, 0, 3, 5, 2, 6, 7, 1]",0,57,0.0006518363952636719,True
hill_climbing,33,8,"[6, 0, 4, 3, 7, 1, 5, 2]",3,57,0.00040531158447265625,False
hill_climbing,34,8,"[3, 2, 6, 7, 1, 0, 4, 5]",1,57,0.0005872249603271484,False
hill_climbing,35,8,"[0, 4, 3, 7, 2, 1, 6, 5]",2,57,0.00025343894958496094,False
hill_climbing,36,8,"[1, 4, 3, 7, 2, 6, 0, 5]",0,57,0.0005311965942382812,True
hill_climbing,37,8,"[3, 7, 2, 0, 6, 5, 4, 1]",2,57,0.000446319580078125,False
hill_climbing,38,8,"[7, 2, 1, 4, 0, 5, 3, 6]",0,57,0.0005280971527099609,True
hill_climbing,39,8,"[6, 5, 4, 1, 0, 7, 2, 3]",2,57,0.0007221698760986328,False
hill_climbing,40,8,"[2, 5, 3, 1, 0, 6, 4, 7]",1,57,0.0005681514739990234,False
hill_climbing,41,8,"[0, 4, 7, 3, 5, 1, 2, 6]",1,57,0.0005893707275390625,False
hill_climbing,42,8,"[3, 4, 6, 7, 2, 5, 0, 1]",2,57,0.00037598609924316406,False
hill_climbing,43,8,"[6, 7, 4, 3, 1, 5, 2, 0]",1,57,0.00020051002502441406,False
hill_climbing,44,8,"[2, 5, 3, 1, 0, 7, 4, 6]",0,57,0.00041413307189941406,True
hill_climbing,45,8,"[5, 7, 1, 0, 2, 6, 3, 4]",1,57,0.0005238056182861328,False
hill_climbing,46,8,"[6, 5, 2, 7, 4, 0, 3, 1]",0,57,0.0005412101745605469,True
hill_climbing,47,8,"[6, 1, 2, 7, 4, 3, 0, 5]",1,57,0.0006434917449951172,False
hill_climbing,48,8,"[6, 0, 3, 2, 7, 4, 1, 5]",1,57,0.0004792213439941406,False
hill_climbing,49,8,"[7, 4, 5, 6, 0, 3, 2, 1]",2,57,0.00052642822265625,False
hill_climbing,0,10,"[7, 8, 1, 5, 3, 4, 2, 0, 9, 6]",3,91,0.001077413558959961,False
hill_climbing,1,10,"[6, 8, 9, 7, 5, 3, 0, 4, 1, 2]",3,91,0.0012469291687011719,False
hill_climbing,2,10,"[5, 9, 3, 4, 6, 7, 2, 8, 1, 0]",2,91,0.0012001991271972656,False
hill_climbing,3,10,"[1, 5, 6, 0, 9, 4, 7, 2, 8, 3]",1,91,0.0013990402221679688,False
hill_climbing,4,10,"[8, 2, 0, 7, 6, 9, 5, 1, 4, 3]",1,91,0.0005774497985839844,False
hill_climbing,5,10,"[2, 3, 1, 0, 8, 7, 6, 5, 4, 9]",5,91,0.00048804283142089844,False
hill_climbing,6,10,"[5, 8, 3, 4, 0, 2, 6, 7, 1, 9]",3,91,0.0004646778106689453,False
hill_climbing,7,10,"[8, 3, 1, 4, 7, 0, 9, 6, 2, 5]",0,91,0.0005729198455810547,True
hill_climbing,8,10,"[8, 2, 9, 4, 0, 7, 1, 6, 5, 3]",1,91,0.0013511180877685547,False
hill_climbing,9,10,"[9, 8, 3, 2, 0, 6, 1, 4, 5, 7]",1,91,0.001294851303100586,False
hill_climbing,10,10,"[5, 2, 7, 1, 8, 4, 3, 6, 0, 9]",1,91,0.0014276504516601562,False
hill_climbing,11,10,"[2, 6, 0, 1, 5, 4, 3, 9, 8, 7]",4,91,0.0012307167053222656,False
hill_climbing,12,10,"[8, 9, 6, 2, 0, 3, 1, 5, 4, 7]",3,91,0.0006988048553466797,False
hill_climbing,13,10,"[3, 0, 7, 8, 6, 1, 5, 2, 9, 4]",1,91,0.0005698204040527344,False
hill_climbing,14,10,"[9, 0, 7, 4, 6, 5, 2, 3, 8, 1]",3,91,0.0004892349243164062,False
hill_climbing,15,10,"[5, 9, 2, 4, 7, 6, 1, 8, 0, 3]",1,91,0.00128173828125,False
hill_climbing,16,10,"[6, 4, 0, 9, 1, 3, 2, 8, 7, 5]",3,91,0.00044846534729003906,False
hill_climbing,17,10,"[7, 3, 0, 5, 1, 9, 2, 4, 6, 8]",1,91,0.001447916030883789,False
hill_climbing,18,10,"[0, 4, 6, 3, 5, 8, 9, 7, 1, 2]",4,91,0.0012056827545166016,False
hill_climbing,19,10,"[9, 5, 6, 2, 3, 7, 4, 1, 8, 0]",1,91,0.001207590103149414,False
hill_climbing,20,10,"[5, 3, 0, 7, 8, 9, 6, 1, 4, 2]",1,91,0.0009293556213378906,False
hill_climbing,21,10,"[7, 0, 4, 1, 3, 9, 5, 8, 6, 2]",1,91,0.00045561790466308594,False
hill_climbing,22,10,"[5, 6, 9, 7, 1, 8, 4, 0, 3, 2]",2,91,0.0012624263763427734,False
hill_climbing,23,10,"[7, 8, 5, 6, 3, 2, 9, 0, 1, 4]",8,91,0.0011310577392578125,False
hill_climbing,24,10,"[4, 7, 8, 0, 5, 9, 1, 3, 2, 6]",1,91,0.0010592937469482422,False
hill_climbing,25,10,"[5, 4, 1, 8, 7, 2, 9, 3, 0, 6]",2,91,0.001039266586303711,False
hill_climbing,26,10,"[2, 5, 8, 1, 0, 7, 4, 6, 9, 3]",1,91,0.0011491775512695312,False
hill_climbing,27,10,"[9, 6, 3, 2, 5, 0, 1, 8, 4, 7]",3,91,0.001500844955444336,False
hill_climbing,28,10,"[5, 7, 0, 4, 3, 6, 9, 8, 2, 1]",1,91,0.0013189315795898438,False
hill_climbing,29,10,"[3, 9, 7, 0, 2, 6, 4, 5, 1, 8]",2,91,0.0011053085327148438,False
hill_climbing,30,10,"[3, 6, 7, 2, 1, 5, 9, 0, 4, 8]",1,91,0.0008070468902587891,False
hill_climbing,31,10,"[4, 2, 5, 9, 8, 3, 6, 1, 7, 0]",1,91,0.0005421638488769531,False
hill_climbing,32,10,"[4, 6, 0, 8, 9, 5, 7, 2, 3, 1]",3,91,0.0004925727844238281,False
hill_climbing,33,10,"[0, 4, 5, 1, 7, 8, 6, 3, 2, 9]",4,91,0.001453399658203125,False
hill_climbing,34,10,"[2, 4, 9, 3, 7, 1, 6, 0, 5, 8]",1,91,0.0014030933380126953,False
hill_climbing,35,10,"[0, 3, 4, 6, 1, 7, 9, 2, 5, 8]",1,91,0.0010676383972167969,False
hill_climbing,36,10,"[1, 3, 9, 4, 7, 2, 6, 8, 0, 5]",1,91,0.0009989738464355469,False
hill_climbing,37,10,"[4, 8, 6, 7, 3, 2, 5, 0, 1, 9]",4,91,0.0009615421295166016,False
hill_climbing,38,10,"[7, 4, 8, 5, 3, 2, 0, 1, 9, 6]",1,91,0.0011641979217529297,False
hill_climbing,39,10,"[8, 7, 2, 9, 5, 1, 0, 6, 4, 3]",2,91,0.0014939308166503906,False
hill_climbing,40,10,"[9, 5, 3, 4, 6, 2, 1, 0, 8, 7]",2,91,0.0010089874267578125,False
hill_climbing,41,10,"[0, 9, 8, 2, 4, 7, 1, 3, 5, 6]",1,91,0.0011887550354003906,False
hill_climbing,42,10,"[7, 3, 2, 8, 5, 6, 9, 4, 0, 1]",1,91,0.0009450912475585938,False
hill_climbing,43,10,"[8, 1, 5, 6, 9, 7, 3, 2, 4, 0]",2,91,0.0014865398406982422,False
hill_climbing,44,10,"[4, 5, 0, 2, 9, 3, 7, 1, 8, 6]",1,91,0.0011234283447265625,False
hill_climbing,45,10,"[1, 3, 5, 9, 8, 0, 2, 7, 6, 4]",1,91,0.0010001659393310547,False
hill_climbing,46,10,"[3, 7, 2, 5, 9, 8, 4, 0, 6, 1]",1,91,0.0012695789337158203,False
hill_climbing,47,10,"[0, 9, 8, 2, 7, 3, 4, 6, 1, 5]",1,91,0.0013058185577392578,False
hill_climbing,48,10,"[1, 0, 3, 7, 6, 9, 4, 2, 5, 8]",2,91,0.0006299018859863281,False
hill_climbing,49,10,"[9, 3, 8, 7, 4, 2, 0, 6, 5, 1]",1,91,0.0005168914794921875,False
hill_climbing,0,12,"[1, 9, 8, 5, 10, 2, 3, 7, 4, 0, 11, 6]",2,133,0.0017902851104736328,False
hill_climbing,1,12,"[7, 11, 0, 8, 5, 6, 3, 10, 4, 1, 9, 2]",1,133,0.000904083251953125,False
hill_climbing,2,12,"[9, 11, 3, 4, 7, 6, 8, 2, 5, 10, 1, 0]",5,133,0.000985860824584961,False
hill_climbing,3,12,"[1, 7, 10, 0, 6, 11, 4, 5, 2, 8, 9, 3]",3,133,0.0009765625,False
hill_climbing,4,12,"[11, 2, 8, 10, 5, 0, 9, 7, 6, 1, 4, 3]",4,133,0.0008790493011474609,False
hill_climbing,5,12,"[10, 2, 11, 7, 1, 3, 6, 0, 8, 5, 4, 9]",1,133,0.0008599758148193359,False
hill_climbing,6,12,"[6, 5, 2, 3, 8, 10, 11, 0, 4, 7, 1, 9]",3,133,0.0012929439544677734,False
hill_climbing,7,12,"[7, 11, 3, 10, 8, 4, 9, 1, 0, 6, 2, 5]",3,133,0.00250244140625,False
hill_climbing,8,12,"[7, 8, 4, 1, 9, 0, 10, 11, 2, 6, 5, 3]",0,133,0.002240896224975586,True
hill_climbing,9,12,"[8, 6, 3, 11, 0, 10, 1, 2, 4, 5, 9, 7]",5,133,0.001771688461303711,False
hill_climbing,10,12,"[11, 8, 4, 2, 5, 3, 1, 10, 7, 6, 0, 9]",1,133,0.0008907318115234375,False
hill_climbing,11,12,"[2, 5, 0, 6, 10, 4, 1, 3, 9, 11, 8, 7]",1,133,0.0008323192596435547,False
hill_climbing,12,12,"[9, 10, 1, 6, 11, 0, 3, 2, 5, 8, 4, 7]",3,133,0.0008764266967773438,False
hill_climbing,13,12,"[8, 7, 0, 10, 5, 1, 6, 9, 3, 2, 11, 4]",1,133,0.001007080078125,False
hill_climbing,14,12,"[10, 11, 7, 0, 6, 2, 5, 4, 3, 8, 9, 1]",5,133,0.002557516098022461,False
hill_climbing,15,12,"[4, 11, 7, 6, 5, 9, 1, 2, 10, 8, 0, 3]",4,133,0.0027513504028320312,False
hill_climbing,16,12,"[8, 9, 2, 11, 0, 3, 1, 6, 4, 10, 7, 5]",2,133,0.0023872852325439453,False
hill_climbing,17,12,"[10, 3, 0, 2, 7, 11, 1, 9, 5, 4, 6, 8]",2,133,0.002216815948486328,False
hill_climbing,18,12,"[0, 11, 4, 6, 8, 9, 10, 3, 5, 7, 1, 2]",2,133,0.0027768611907958984,False
hill_climbing,19,12,"[9, 11, 6, 5, 4, 2, 7, 3, 1, 8, 0, 10]",2,133,0.002015352249145508,False
hill_climbing,20,12,"[5, 3, 0, 7, 8, 9, 6, 1, 4, 2, 10, 11]",2,133,0.0014374256134033203,False
hill_climbing,21,12,"[8, 0, 11, 5, 3, 1, 9, 7, 4, 10, 6, 2]",3,133,0.0008723735809326172,False
hill_climbing,22,12,"[4, 1, 10, 6, 8, 9, 5, 11, 7, 0, 3, 2]",4,133,0.001138925552368164,False
hill_climbing,23,12,"[7, 9, 5, 10, 2, 8, 3, 6, 11, 0, 1, 4]",4,133,0.0021355152130126953,False
hill_climbing,24,12,"[4, 7, 8, 0, 5, 10, 1, 3, 2, 9, 6, 11]",1,133,0.0013604164123535156,False
hill_climbing,25,12,"[8, 1, 9, 5, 11, 2, 10, 7, 4, 3, 0, 6]",1,133,0.0008802413940429688,False
hill_climbing,26,12,"[4, 5, 2, 8, 7, 9, 1, 0, 6, 10, 3, 11]",4,133,0.0008542537689208984,False
hill_climbing,27,12,"[5, 11, 1, 8, 2, 6, 0, 3, 9, 4, 7, 10]",2,133,0.0009119510650634766,False
hill_climbing,28,12,"[6, 9, 0, 4, 7, 5, 11, 3, 10, 8, 2, 1]",1,133,0.0020449161529541016,False
hill_climbing,29,12,"[7, 9, 0, 6, 3, 2, 11, 10, 4, 5, 1, 8]",3,133,0.0022051334381103516,False
hill_climbing,30,12,"[1, 5, 6, 10, 7, 11, 2, 3, 0, 9, 4, 8]",1,133,0.002477884292602539,False
hill_climbing,31,12,"[4, 3, 10, 8, 9, 11, 5, 2, 6, 1, 7, 0]",1,133,0.002103567123413086,False
hill_climbing,32,12,"[6, 9, 11, 8, 5, 0, 7, 10, 4, 2, 3, 1]",2,133,0.0023124217987060547,False
hill_climbing,33,12,"[0, 11, 10, 1, 6, 8, 5, 7, 4, 3, 2, 9]",5,133,0.00098419189453125,False
hill_climbing,34,12,"[4, 10, 1, 6, 2, 7, 11, 3, 0, 9, 5, 8]",0,67,0.0004601478576660156,True
hill_climbing,35,12,"[11, 1, 4, 0, 6, 3, 7, 9, 10, 2, 5, 8]",3,133,0.002453327178955078,False
hill_climbing,36,12,"[6, 2, 3, 11, 7, 8, 9, 1, 4, 10, 0, 5]",2,133,0.0029103755950927734,False
hill_climbing,37,12,"[4, 11, 6, 7, 3, 2, 5, 0, 8, 1, 9, 10]",6,133,0.0023691654205322266,False
hill_climbing,38,12,"[7, 4, 0, 9, 3, 5, 2, 8, 1, 11, 6, 10]",1,133,0.00189971923828125,False
hill_climbing,39,12,"[5, 9, 2, 8, 10, 7, 1, 11, 0, 6, 4, 3]",1,133,0.0027904510498046875,False
hill_climbing,40,12,"[10, 6, 11, 4, 1, 5, 2, 3, 0, 8, 9, 7]",3,133,0.0024247169494628906,False
hill_climbing,41,12,"[9, 0, 1, 7, 8, 10, 4, 11, 2, 3, 5, 6]",5,133,0.00109100341796875,False
hill_climbing,42,12,"[7, 5, 2, 8, 9, 6, 11, 3, 4, 0, 1, 10]",3,133,0.002427339553833008,False
hill_climbing,43,12,"[10, 1, 9, 3, 11, 6, 8, 5, 7, 2, 4, 0]",5,133,0.0023908615112304688,False
hill_climbing,44,12,"[5, 4, 11, 0, 7, 9, 3, 2, 1, 10, 8, 6]",2,133,0.00200653076171875,False
hill_climbing,45,12,"[5, 3, 9, 8, 0, 10, 2, 1, 11, 7, 6, 4]",4,133,0.002785921096801758,False
hill_climbing,46,12,"[7, 11, 8, 5, 9, 10, 4, 2, 3, 0, 6, 1]",1,133,0.0011315345764160156,False
hill_climbing,47,12,"[9, 0, 10, 3, 11, 2, 4, 7, 8, 6, 1, 5]",2,133,0.0011768341064453125,False
hill_climbing,48,12,"[10, 9, 0, 3, 1, 7, 6, 4, 11, 2, 5, 8]",3,133,0.0009655952453613281,False
hill_climbing,49,12,"[8, 3, 2, 0, 7, 4, 9, 10, 11, 6, 5, 1]",4,133,0.0020563602447509766,False
hill_climbing,0,15,"[1, 10, 9, 5, 11, 2, 3, 7, 8, 4, 0, 14, 12, 6, 13]",3,211,0.0032091140747070312,False
hill_climbing,1,15,"[14, 10, 0, 13, 6, 5, 3, 8, 7, 11, 4, 1, 12, 9, 2]",3,211,0.005229949951171875,False
hill_climbing,2,15,"[9, 3, 6, 12, 10, 7, 8, 4, 2, 5, 11, 1, 0, 14, 13]",6,211,0.0035829544067382812,False
hill_climbing,3,15,"[12, 10, 6, 11, 14, 0, 4, 1, 7, 13, 5, 2, 8, 9, 3]",2,211,0.0033881664276123047,False
hill_climbing,4,15,"[9, 13, 5, 8, 14, 10, 0, 12, 2, 7, 6, 11, 1, 4, 3]",4,211,0.0031147003173828125,False
hill_climbing,5,15,"[2, 3, 13, 12, 14, 1, 6, 7, 0, 8, 10, 5, 11, 4, 9]",3,211,0.0024957656860351562,False
hill_climbing,6,15,"[6, 8, 14, 11, 3, 10, 5, 2, 13, 0, 4, 7, 1, 9, 12]",3,211,0.0023276805877685547,False
hill_climbing,7,15,"[3, 12, 14, 7, 11, 4, 13, 9, 8, 1, 0, 10, 6, 2, 5]",6,211,0.0059392452239990234,False
hill_climbing,8,15,"[13, 9, 7, 10, 12, 4, 8, 11, 1, 0, 14, 2, 6, 5, 3]",8,211,0.0060422420501708984,False
hill_climbing,9,15,"[13, 14, 1, 8, 6, 3, 11, 12, 0, 10, 2, 4, 5, 9, 7]",7,211,0.0026938915252685547,False
hill_climbing,10,15,"[4, 5, 10, 1, 2, 8, 12, 11, 3, 13, 14, 7, 6, 0, 9]",11,211,0.0033643245697021484,False
hill_climbing,11,15,"[10, 5, 0, 1, 9, 4, 6, 2, 3, 12, 11, 14, 8, 13, 7]",3,211,0.00503230094909668,False
hill_climbing,12,15,"[14, 1, 13, 9, 3, 11, 0, 6, 2, 5, 12, 8, 10, 4, 7]",2,211,0.002638101577758789,False
hill_climbing,13,15,"[7, 8, 0, 13, 1, 6, 5, 9, 11, 3, 2, 12, 10, 14, 4]",4,211,0.0041179656982421875,False
hill_climbing,14,15,"[7, 6, 14, 13, 0, 5, 2, 12, 4, 3, 8, 10, 11, 9, 1]",5,211,0.0025277137756347656,False
hill_climbing,15,15,"[4, 12, 6, 9, 1, 5, 7, 10, 14, 2, 13, 11, 8, 0, 3]",4,211,0.0067272186279296875,False
hill_climbing,16,15,"[10, 8, 11, 1, 2, 14, 9, 0, 12, 3, 6, 4, 13, 7, 5]",4,211,0.004743337631225586,False
hill_climbing,17,15,"[10, 7, 14, 3, 1, 13, 0, 9, 2, 11, 5, 4, 12, 6, 8]",4,211,0.005494356155395508,False
hill_climbing,18,15,"[0, 14, 4, 6, 13, 8, 12, 11, 9, 3, 5, 7, 10, 1, 2]",4,211,0.00432133674621582,False
hill_climbing,19,15,"[13, 9, 5, 14, 7, 4, 2, 6, 3, 11, 1, 8, 12, 0, 10]",4,211,0.003095865249633789,False
hill_climbing,20,15,"[9, 7, 12, 6, 8, 3, 0, 13, 5, 1, 4, 2, 10, 11, 14]",4,211,0.004780292510986328,False
hill_climbing,21,15,"[5, 0, 14, 1, 9, 8, 12, 3, 7, 4, 10, 13, 11, 6, 2]",3,211,0.0030679702758789062,False
hill_climbing,22,15,"[4, 10, 12, 11, 8, 6, 5, 1, 13, 7, 9, 0, 3, 2, 14]",5,211,0.002887725830078125,False
hill_climbing,23,15,"[7, 10, 5, 11, 2, 8, 3, 6, 13, 9, 0, 1, 4, 12, 14]",2,211,0.0027456283569335938,False
hill_climbing,24,15,"[4, 8, 7, 1, 0, 13, 5, 12, 10, 14, 3, 2, 9, 6, 11]",6,211,0.00533604621887207,False
hill_climbing,25,15,"[1, 5, 14, 11, 9, 2, 8, 10, 13, 7, 4, 3, 0, 12, 6]",4,211,0.0036606788635253906,False
hill_climbing,26,15,"[4, 5, 2, 12, 7, 14, 1, 0, 8, 9, 6, 13, 10, 3, 11]",4,211,0.002589702606201172,False
hill_climbing,27,15,"[0, 9, 13, 5, 6, 14, 2, 8, 1, 3, 12, 4, 11, 7, 10]",5,211,0.0037147998809814453,False
hill_climbing,28,15,"[4, 7, 0, 14, 6, 13, 5, 10, 3, 12, 9, 8, 2, 11, 1]",2,211,0.003554821014404297,False
hill_climbing,29,15,"[2, 14, 7, 10, 0, 6, 3, 12, 13, 4, 11, 9, 5, 1, 8]",2,211,0.0024149417877197266,False
hill_climbing,30,15,"[2, 7, 6, 1, 5, 14, 10, 13, 3, 11, 0, 9, 4, 12, 8]",4,211,0.0030670166015625,False
hill_climbing,31,15,"[3, 9, 8, 11, 5, 13, 4, 12, 10, 14, 2, 6, 1, 7, 0]",4,211,0.005964756011962891,False
hill_climbing,32,15,"[10, 14, 6, 5, 11, 12, 9, 8, 0, 7, 13, 4, 2, 3, 1]",12,211,0.002157926559448242,False
hill_climbing,33,15,"[0, 1, 11, 14, 6, 12, 5, 13, 8, 7, 4, 3, 10, 2, 9]",3,211,0.0023713111877441406,False
hill_climbing,34,15,"[1, 7, 14, 4, 2, 10, 12, 13, 6, 11, 3, 0, 9, 5, 8]",2,211,0.0028738975524902344,False
hill_climbing,35,15,"[10, 1, 3, 7, 0, 14, 9, 6, 4, 11, 13, 2, 12, 5, 8]",2,211,0.0029838085174560547,False
hill_climbing,36,15,"[9, 6, 11, 14, 3, 7, 10, 2, 8, 12, 1, 4, 13, 0, 5]",2,211,0.0061533451080322266,False
hill_climbing,37,15,"[7, 12, 2, 6, 11, 4, 3, 5, 0, 8, 14, 13, 1, 9, 10]",4,211,0.00474095344543457,False
hill_climbing,38,15,"[8, 3, 12, 9, 4, 0, 2, 7, 5, 14, 1, 11, 13, 6, 10]",2,211,0.004061698913574219,False
hill_climbing,39,15,"[13, 9, 7, 1, 8, 2, 5, 11, 12, 10, 14, 0, 6, 4, 3]",4,211,0.0022504329681396484,False
hill_climbing,40,15,"[1, 13, 11, 12, 5, 14, 6, 2, 10, 4, 3, 0, 8, 9, 7]",5,211,0.0042514801025390625,False
hill_climbing,41,15,"[1, 11, 10, 0, 7, 13, 12, 8, 4, 9, 14, 2, 3, 5, 6]",7,211,0.005132913589477539,False
hill_climbing,42,15,"[8, 13, 7, 6, 14, 12, 5, 2, 9, 3, 4, 11, 0, 1, 10]",4,211,0.002874135971069336,False
hill_climbing,43,15,"[9, 8, 12, 14, 6, 3, 13, 10, 1, 5, 7, 2, 11, 4, 0]",7,211,0.002218484878540039,False
hill_climbing,44,15,"[4, 7, 12, 5, 10, 0, 9, 3, 14, 2, 1, 11, 13, 8, 6]",3,211,0.002595186233520508,False
hill_climbing,45,15,"[2, 8, 10, 9, 13, 3, 12, 0, 5, 11, 1, 14, 7, 6, 4]",2,211,0.005948305130004883,False
hill_climbing,46,15,"[7, 13, 8, 5, 11, 12, 4, 2, 3, 10, 9, 0, 6, 1, 14]",4,211,0.005963802337646484,False
